Code	 Mean_FD_Power	 Max_FD_Power	 Mean_FD_Jenkinson	 Max_FD_Jenkinson	 Num_above_0,2_Power	 Num_above_0,5_Power	 Num_above_0,2_Jenkinson	 Num_above_0,5_Jenkinson	 Mean_Relative_Displacement	 Max_Relative_Displacement	 Point_above_0,1mm	 Mean_Relative_Rotation	 Mean_Relative_MaxDisp	 Max_Relative_MaxDisp	 Max_Abs_MaxDisp	 Max_Relative_Roll	 Max_Relative_Pitch	 Max_Relative_Yaw	 Max_Relative_dS-I	 Max_Relative_dL-R	 Max_Relative_dP-A	Mean_Relative_Roll	 Mean_Relative_Pitch	 Mean_Relative_Yaw	 Mean_Relative_dS-I	 Mean_Relative_dL-R	 Mean_Relative_dP-A	 Max_Abs_Roll	 Max_Abs_Pitch	 Max_Abs_Yaw	 Max_Abs_dS-I	 Max_Abs_dL-R	 Max_Abs_dP-A	Mean_Abs_Roll	 Mean_Abs_Pitch	 Mean_Abs_Yaw	 Mean_Abs_dS-I	 Mean_Abs_dL-R	 Mean_Abs_dP-A
old_013	0.223	1.548	0.138	1.196	46	18	22	11	0.088	0.866	29	0.018	0.001	1.503	3.703	0.0798	0.4833	0.0959	0.854	0.0719	0.4508	0.000323	0.001452	0.000914	-0.008099	-0.000777	0.000819	0.2086	0.2368	0.2324	0.492	0.1107	0.2917	0.041435	-0.224825	0.029859	-0.077359	0.005501	0.054152
old_014	0.139	1.113	0.092	0.529	17	7	11	2	0.048	0.47	13	0.016	-0.005	1.003	1.66	0.0794	0.4895	0.1372	0.1327	0.0478	0.4522	0.001112	0.003805	0.00116	-0.000443	0.001234	-0.00059	0.0362	0.0817	0.1119	0.2049	0.1578	0.4997	-0.03947	-0.224268	0.014432	0.027599	0.019796	0.124784
old_015	0.052	0.202	0.027	0.087	1	0	0	0	0.009	0.045	0	0.005	-0.002	0.102	0.681	0.0454	0.0557	0.0285	0.0694	0.03	0.0587	0.001551	0.002504	0.002008	-0.000943	0.001179	-0.001272	0.2433	0.1802	0.1075	0.1769	0.1554	0.1401	0.000809	-0.015313	-0.024873	0.037719	-0.000945	0.012364
old_017	0.072	0.526	0.044	0.407	6	1	2	0	0.019	0.187	2	0.006	0	0.297	0.358	0.0367	0.077	0.0246	0.0592	0.0177	0.4076	-0.000751	0.000657	-0.000933	0.000404	-0.000336	0.000015	0.0352	0.0177	0.0395	0.0466	0.0162	0.231	-0.029592	-0.055477	-0.034018	-0.05103	-0.035514	0.043687
old_018	0.221	0.93	0.17	0.978	64	8	41	7	0.044	0.237	12	0.026	0.003	0.673	1.44	0.1087	0.5575	0.155	0.2524	0.1077	0.2224	0.001875	0.003807	-0.00087	-0.000167	0.001094	-0.000355	0.1022	0.8509	0.2009	0.2057	0.0886	0.2302	-0.093589	0.220569	0.023075	0.025879	-0.020344	0.004441
old_019	0.227	0.691	0.112	0.356	74	8	16	0	0.056	0.228	20	0.021	-0.002	0.677	1.937	0.1218	0.3697	0.1155	0.2697	0.1016	0.248	0.003114	0.005004	0.002919	-0.006019	0.002327	0.001365	0.1525	0.4222	0.1212	0.7635	0.1934	0.1989	-0.130962	-0.185963	-0.140607	0.262355	-0.090201	0.047551
old_020	0.055	0.387	0.03	0.239	2	0	1	0	0.017	0.081	0	0.005	0	0.191	0.702	0.0426	0.1278	0.0435	0.1665	0.0181	0.1409	-0.003285	0.001289	-0.000789	-0.0024	-0.000432	-0.000937	0.3454	0.3183	0.0546	0.3775	0.0487	0.1072	0.046914	0.062054	-0.002914	0.035037	0.011438	0.007406
old_023	0.133	0.761	0.067	0.405	18	5	6	0	0.025	0.194	2	0.013	-0.001	0.56	0.938	0.1285	0.3502	0.1401	0.2401	0.1141	0.186	-0.00153	0.000703	0.00024	-0.002031	-0.002323	-0.000138	0.0939	0.3838	0.2282	0.347	0.2403	0.1361	-0.049127	0.032	0.039802	0.046391	-0.012194	0.002885
old_024	0.228	0.893	0.113	0.426	79	9	14	0	0.079	0.417	42	0.016	0	0.81	1.003	0.0694	0.4598	0.1118	0.4338	0.0795	0.1584	0.001172	-0.000384	-0.000594	-0.000105	0.000359	-0.000239	0.131	0.3095	0.143	0.1764	0.1144	0.1548	0.019356	0.049313	0.041265	-0.093424	0.030293	0.020664
old_025	0.227	6.833	0.12	3.761	25	7	10	4	0.045	1.977	9	0.038	0.035	7.526	9.8	3.9873	1.1244	1.1316	0.193	2.0371	0.3166	0.018189	-0.003378	0.005631	0.006728	0.009447	-0.000886	4.5726	0.8404	1.0522	0.6605	2.6296	0.0477	1.550855	-0.05168	0.356109	0.181517	0.871997	-0.142882
young_001	0.05	0.226	0.028	0.156	2	0	0	0	0.01	0.037	0	0.004	-0.002	0.124	0.463	0.0708	0.1643	0.0309	0.048	0.0397	0.0535	-0.001106	0.001384	0.000277	0.001006	0.000001	-0.001145	0.174	0.1075	0.0339	0.0612	0.0484	0.0903	0.034744	-0.023195	-0.004908	-0.033556	0.014917	0.00459
young_002	0.043	0.196	0.024	0.137	0	0	0	0	0.011	0.042	0	0.004	-0.002	0.071	0.475	0.0248	0.0451	0.0168	0.0567	0.0162	0.1139	-0.000862	0.001739	0.000747	-0.000296	0.000175	-0.000186	0.163	0.1091	0.0518	0.0935	0.0261	0.077	0.028258	-0.006623	-0.006192	0.008127	0.002525	0.006461
young_003	0.1	0.501	0.058	0.314	13	1	2	0	0.026	0.204	6	0.007	-0.003	0.291	0.89	0.0663	0.184	0.0419	0.2448	0.0348	0.1898	-0.000246	0.003315	-0.000959	0.002153	-0.000913	-0.000772	0.069	0.1694	0.1025	0.1992	0.1084	0.1271	0.016666	-0.042442	-0.000908	-0.000677	0.001934	-0.016337
young_004	0.044	0.128	0.025	0.1	0	0	0	0	0.011	0.051	0	0.004	0	0.062	0.322	0.0292	0.0372	0.0271	0.0406	0.0381	0.0909	0.000505	0.000728	0.000044	-0.001737	0.000184	-0.001292	0.0304	0.095	0.0246	0.1652	0.0125	0.1501	-0.008031	0.024547	-0.004835	0.007137	-0.009299	0.015882
young_005	0.045	0.294	0.024	0.141	2	0	0	0	0.013	0.075	0	0.003	0	0.098	0.275	0.023	0.0693	0.0305	0.0985	0.0637	0.0967	0.000263	-0.000531	0.000239	-0.000395	-0.000365	0.000247	0.0245	0.0398	0.0308	0.0931	0.1017	0.0785	-0.003281	-0.015322	-0.000531	-0.053839	0.007359	0.010509
young_006	0.043	0.309	0.026	0.204	1	0	1	0	0.009	0.067	0	0.003	0	0.098	0.238	0.0307	0.0345	0.0331	0.0709	0.0342	0.1989	-0.000375	-0.000316	-0.000358	0.000108	-0.000511	-0.000626	0.0758	0.0127	0.0739	0.0433	0.0805	0.0962	0.022513	-0.016176	0.022952	-0.012104	0.023632	-0.005515
young_007	0.075	0.351	0.04	0.192	4	0	0	0	0.016	0.185	1	0.007	-0.001	0.164	0.4	0.0482	0.1121	0.0331	0.108	0.0352	0.1713	-0.000727	0.000974	-0.001079	0.000261	-0.000843	-0.000593	0.0723	0.117	0.1344	0.0955	0.0833	0.1834	-0.006717	0.001948	0.000146	0.024088	-0.011766	0.030093
young_008	0.091	0.636	0.049	0.295	9	1	2	0	0.029	0.235	3	0.009	-0.006	0.402	1.357	0.1147	0.072	0.1168	0.2767	0.0845	0.0992	-0.002097	0.001852	0.002028	-0.005767	-0.000904	-0.001351	0.2375	0.0998	0.1732	0.7093	0.1989	0.1671	-0.005524	-0.016546	0.001104	0.044802	0.015944	0.002519
young_010	0.071	0.403	0.039	0.244	13	0	2	0	0.021	0.204	6	0.005	0	0.243	0.538	0.0552	0.1219	0.0935	0.1869	0.0645	0.2153	-0.000552	-0.00007	-0.00004	0.000013	-0.000423	-0.000682	0.0692	0.1139	0.0852	0.0179	0.0845	0.294	-0.000178	-0.017619	-0.013484	-0.128811	0.012116	0.060816
